Imagen,Descripcion
00000591-PHOTO-2019-10-02-18-18-37.jpg,Información en la imagen 🖼️
00000592-PHOTO-2019-10-02-18-21-58.jpg,Células epiteliales descansadas. Perdida de uniones intercelulares
00000593-PHOTO-2019-10-02-18-51-20.jpg,Información en la imagen 🖼️
00000594-PHOTO-2019-10-02-18-52-48.jpg,Diferencia. .. lesiones sobreelevadas.
00000595-PHOTO-2019-10-02-18-54-01.jpg,Información en la imagen 🖼️
00000596-PHOTO-2019-10-02-18-55-28.jpg,Información en la imagen 🖼️
00000597-PHOTO-2019-10-02-18-58-19.jpg,Información en la imagen 🖼️
00000598-PHOTO-2019-10-02-19-00-15.jpg,Información en la imagen 🖼️
00000599-PHOTO-2019-10-02-19-04-58.jpg,Información en la imagen 🖼️
00000600-PHOTO-2019-10-02-19-06-41.jpg,Información en la imagen 🖼️
00000601-PHOTO-2019-10-02-19-07-33.jpg,Información en la imagen 🖼️
00000602-PHOTO-2019-10-02-19-11-33.jpg,Información en la imagen 🖼️
00000603-PHOTO-2019-10-02-19-16-53.jpg,Información en la imagen 🖼️
00000604-PHOTO-2019-10-02-19-19-36.jpg,Problema q no está en la guía. Intestino:
00000605-PHOTO-2019-10-02-19-29-06.jpg,Información en la imagen 🖼️
00000606-PHOTO-2019-10-02-19-40-19.jpg,Información en la imagen 🖼️
00000607-PHOTO-2019-10-02-19-43-48.jpg,Información en la imagen 🖼️
00000608-PHOTO-2019-10-02-19-46-07.jpg,Información en la imagen 🖼️
00000609-PHOTO-2019-10-02-19-47-58.jpg,Información en la imagen 🖼️
00000610-PHOTO-2019-10-02-20-05-47.jpg,No produce tripsina. Tiene dos días de edad.
00000611-PHOTO-2019-10-02-20-07-47.jpg,Información en la imagen 🖼️
00000612-PHOTO-2019-10-02-20-08-39.jpg,Información en la imagen 🖼️
00000613-PHOTO-2019-10-02-20-10-21.jpg,Información en la imagen 🖼️
00000614-PHOTO-2019-10-02-20-11-45.jpg,Información en la imagen 🖼️
00000615-PHOTO-2019-10-02-20-13-54.jpg,Información en la imagen 🖼️
00000616-PHOTO-2019-10-02-20-15-05.jpg,Información en la imagen 🖼️
00000617-PHOTO-2019-10-02-20-17-42.jpg,Información en la imagen 🖼️
00000618-PHOTO-2019-10-02-20-19-05.jpg,Información en la imagen 🖼️
00000619-PHOTO-2019-10-02-20-19-59.jpg,Parásitos y úlceras. (Macro del problema)
00000620-PHOTO-2019-10-02-20-20-12.jpg,Información en la imagen 🖼️
00000621-PHOTO-2019-10-02-20-22-31.jpg,"+ infiltrado inflamatorio focalizado (zona donde estaba la larva) || [Revisar] Macrofagos, eosinofilos, pladmocitos, etc."
00000624-PHOTO-2019-10-02-20-24-01.jpg,Información en la imagen 🖼️
00000625-PHOTO-2019-10-02-20-24-41.jpg,Información en la imagen 🖼️
00000626-PHOTO-2019-10-02-20-27-37.jpg,[Revisar] Asociado a otros agentes mayormente
00000628-PHOTO-2019-10-02-20-28-08.jpg,Información en la imagen 🖼️
00000629-PHOTO-2019-10-02-20-39-51.jpg,103. Infiltrado inflamatorio. Balt con necrosis y pérdida de tejido linfoide. Trombos. Submucosa edematizAda
00000630-PHOTO-2019-10-02-20-40-26.jpg,103. Hiperemia.
00000631-PHOTO-2019-10-02-20-41-43.jpg,103. Infiltrado inflamatorio con necrosis.
00000632-PHOTO-2019-10-02-20-47-24.jpg,206. Parasito. Bordeado células inflamatorias.
00000633-PHOTO-2019-10-02-20-48-17.jpg,206. Eosinofilos. Macrofagos. Plasmocitos.
00000634-PHOTO-2019-10-02-20-49-53.jpg,206. Hemorragia
00000635-PHOTO-2019-10-02-20-51-36.jpg,206. Infiltrado inflamatorio y neovascularización
00000636-PHOTO-2019-10-02-20-54-55.jpg,212. Vellosidsdes acortadas. Criptas dilatadas.
00000637-PHOTO-2019-10-02-20-56-17.jpg,212. Criptas epitelio plano (debería ser cúbico) restos celulares en la luz.
00000638-PHOTO-2019-10-02-20-58-09.jpg,212. Tejido linfoide asociado
00000639-PHOTO-2019-10-02-20-59-34.jpg,212. Depresión tejido linfoide (hay macrófagos)
00000640-PHOTO-2019-10-07-19-11-55.jpg,Información en la imagen 🖼️
00000641-PHOTO-2019-10-07-19-20-24.jpg,[Revisar] Fiebre amarilla.
00000645-PHOTO-2019-10-07-19-26-10.jpg,Información en la imagen 🖼️
00000646-PHOTO-2019-10-07-19-28-18.jpg,Información en la imagen 🖼️
00000647-PHOTO-2019-10-07-19-45-45.jpg,Información en la imagen 🖼️
00000648-PHOTO-2019-10-07-19-47-57.jpg,Información en la imagen 🖼️
00000649-PHOTO-2019-10-07-19-52-21.jpg,Información en la imagen 🖼️
00000650-PHOTO-2019-10-07-19-54-42.jpg,Información en la imagen 🖼️
00000651-PHOTO-2019-10-07-19-56-27.jpg,Información en la imagen 🖼️
00000652-PHOTO-2019-10-07-20-00-34.jpg,Información en la imagen 🖼️
00000653-PHOTO-2019-10-07-20-02-08.jpg,Esteatosis hepstica || [Revisar] Lípidosid hepatica difusa
00000655-PHOTO-2019-10-07-20-05-08.jpg,Información en la imagen 🖼️
00000656-PHOTO-2019-10-07-20-08-17.jpg,Información en la imagen 🖼️
00000657-PHOTO-2019-10-07-20-08-58.jpg,Información en la imagen 🖼️
00000658-PHOTO-2019-10-07-20-21-27.jpg,Equino. Hígado flácido. Necrosis masiva
00000659-PHOTO-2019-10-07-20-31-12.jpg,Información en la imagen 🖼️
00000660-PHOTO-2019-10-07-20-31-37.jpg,Información en la imagen 🖼️
00000661-PHOTO-2019-10-07-20-32-43.jpg,Información en la imagen 🖼️
00000662-PHOTO-2019-10-07-20-35-14.jpg,82. Perdida detalle celular pero no de arquitectura... Se sigue distinguiendo el hígado.
00000663-PHOTO-2019-10-07-20-36-34.jpg,"82 (a 40x) glóbulos rojos en trabeculas (hemorragia) acidofilia, núcleos picnoticos (necrosis coagulativa) de patrón masiva. (Casi no hay hepatocitos sanos)"
00000664-PHOTO-2019-10-07-20-37-04.jpg,208: area de necrosis coagulativa crntrolobulillar. Hay hemorragias y células inflamatorias en sinusoides.
00000665-PHOTO-2019-10-07-20-38-35.jpg,208: cuerpo de inclusion intranuclear y basofilo x mastadenovirus canino tipo 1
00000666-PHOTO-2019-10-07-20-38-40.jpg,190. La parte toda más fuerte es el hígado normal. La rosa más pálida es zona de necrosis y lo basofilo es un infiltrado inflamatorio formado por neutrofilos y piocitos. || [Revisar] Las áreas de necrosis tienen un patrón al azar.
00000668-PHOTO-2019-10-07-20-39-37.jpg,190. Necrosis coagulativa
00000669-PHOTO-2019-10-07-20-40-04.jpg,190. Infiltrado inflamatorio. Neutrófilos y piocitos.
00000670-PHOTO-2019-10-07-20-41-52.jpg,105: mucho tejido conectivo(fibrosis) con nódulos de regeneración
00000671-PHOTO-2019-10-07-20-44-46.jpg,105. Nódulo de regeneración.
00000672-PHOTO-2019-10-07-20-45-23.jpg,105. Mucho tejido conectivo.
00000673-PHOTO-2019-10-07-20-47-10.jpg,Células epiteliales en tejido conectivo (proliferación de conductos biliares)
00000674-PHOTO-2019-10-07-20-48-49.jpg,105. Presencia de bilirrubina. || [Revisar] Megacariocito no lo vimos.
00000677-PHOTO-2019-10-07-20-53-06.jpg,208. Área de necrosis centrolobulillar. Coagulativa.
00000678-PHOTO-2019-10-07-20-54-17.jpg,Cuerpo de inclusión intranuclesr. Basofilo. Con halo blanco.
00000679-PHOTO-2019-10-09-18-25-22.jpg,Información en la imagen 🖼️
00000680-PHOTO-2019-10-09-18-30-23.jpg,Información en la imagen 🖼️
00000681-PHOTO-2019-10-09-18-30-44.jpg,Información en la imagen 🖼️
00000682-PHOTO-2019-10-09-18-39-11.jpg,162. Gran presencia de hemorragia (exudado hemorrágico q se corresponde con la foto macro)
00000683-PHOTO-2019-10-09-18-40-06.jpg,162. Gran presencia de linfocitos. Infiltrado inflamatorio.
00000684-PHOTO-2019-10-09-18-41-50.jpg,Información en la imagen 🖼️
00000685-PHOTO-2019-10-09-18-42-56.jpg,162. Infiltrado inflamatorio.
00000686-PHOTO-2019-10-09-19-01-56.jpg,Información en la imagen 🖼️
00000687-PHOTO-2019-10-09-19-08-30.jpg,Información en la imagen 🖼️
00000688-PHOTO-2019-10-09-19-11-37.jpg,Información en la imagen 🖼️
00000689-PHOTO-2019-10-09-19-13-09.jpg,Información en la imagen 🖼️
00000690-PHOTO-2019-10-09-19-13-47.jpg,Información en la imagen 🖼️
00000691-PHOTO-2019-10-09-19-19-14.jpg,Información en la imagen 🖼️
00000692-PHOTO-2019-10-09-19-22-33.jpg,Información en la imagen 🖼️
00000693-PHOTO-2019-10-09-19-34-27.jpg,Información en la imagen 🖼️
00000694-PHOTO-2019-10-09-19-36-19.jpg,Información en la imagen 🖼️
00000695-PHOTO-2019-10-09-19-39-14.jpg,Información en la imagen 🖼️
00000696-PHOTO-2019-10-09-19-39-36.jpg,Información en la imagen 🖼️
00000698-PHOTO-2019-10-09-19-41-47.jpg,Información en la imagen 🖼️
00000699-PHOTO-2019-10-09-19-43-17.jpg,Información en la imagen 🖼️
00000700-PHOTO-2019-10-09-19-45-57.jpg,Información en la imagen 🖼️
00000701-PHOTO-2019-10-09-19-48-01.jpg,Información en la imagen 🖼️
00000702-PHOTO-2019-10-09-19-56-11.jpg,Información en la imagen 🖼️
00000703-PHOTO-2019-10-09-19-58-11.jpg,Antrax en otros órganos.
00000704-PHOTO-2019-10-09-19-58-50.jpg,Información en la imagen 🖼️
00000705-PHOTO-2019-10-09-19-59-57.jpg,Información en la imagen 🖼️
00000706-PHOTO-2019-10-09-20-01-36.jpg,Frecuente en perros. (Depósito de calcio?)
00000707-PHOTO-2019-10-09-20-05-02.jpg,Información en la imagen 🖼️
00000708-PHOTO-2019-10-09-20-06-37.jpg,Información en la imagen 🖼️
00000709-PHOTO-2019-10-09-20-07-00.jpg,Información en la imagen 🖼️
00000710-PHOTO-2019-10-09-20-32-23.jpg,Información en la imagen 🖼️
00000711-PHOTO-2019-10-09-20-34-39.jpg,Información en la imagen 🖼️
00000712-PHOTO-2019-10-09-20-36-19.jpg,Información en la imagen 🖼️
00000713-PHOTO-2019-10-09-20-38-11.jpg,Información en la imagen 🖼️
00000714-PHOTO-2019-10-09-20-40-46.jpg,"191. Escasez de folículos linfoides en las papilas, formación de folículos quísticos x falta de lb falta de Forteza y fibrosis dentro de las proyecciones (tc)"
00000715-PHOTO-2019-10-09-20-40-48.jpg,9: necrosis hepatica centrolobulillar
00000716-PHOTO-2019-10-09-20-41-21.jpg,191. Folículos quísticos
00000717-PHOTO-2019-10-09-20-41-27.jpg,9: necrosis coagultiva y bilirrubina
00000718-PHOTO-2019-10-09-20-42-15.jpg,142infiltrado linfocitos entte fibras musculares.
00000719-PHOTO-2019-10-09-20-42-31.jpg,142
00000720-PHOTO-2019-10-09-20-42-54.jpg,162: bazo. Pulpa blnca desplazada por mucha hemorragia
00000721-PHOTO-2019-10-09-20-43-28.jpg,162: mucha cant de linfocitos
00000722-PHOTO-2019-10-09-20-45-27.jpg,9. Higado. Nercsosis centrolobulillar(coagulativa). Presencia de bilirrubina
00000723-PHOTO-2019-10-21-19-38-13.jpg,Información en la imagen 🖼️
00000724-PHOTO-2019-10-21-19-38-13.jpg,Información en la imagen 🖼️
00000725-PHOTO-2019-10-21-19-38-13.jpg,Información en la imagen 🖼️
00000726-PHOTO-2019-10-21-19-38-13.jpg,Información en la imagen 🖼️
00000727-PHOTO-2019-10-21-19-38-13.jpg,Información en la imagen 🖼️
00000729-PHOTO-2019-10-21-19-51-07.jpg,Información en la imagen 🖼️
00000730-PHOTO-2019-10-21-19-51-07.jpg,Habronema
00000731-PHOTO-2019-10-21-19-51-07.jpg,Información en la imagen 🖼️
00000732-PHOTO-2019-10-21-19-51-07.jpg,Información en la imagen 🖼️
00000733-PHOTO-2019-10-21-19-51-07.jpg,Información en la imagen 🖼️
00000734-PHOTO-2019-10-21-19-51-49.jpg,[Revisar] Y tejido de degranulacoon exuberante (otro diferencial)
00000736-PHOTO-2019-10-21-19-53-06.jpg,Información en la imagen 🖼️
00000737-PHOTO-2019-10-21-19-54-23.jpg,"Multiples lesiones en la cara rojizas sobreelevadas, ulceradas y costrosas. Mayormente en el plano nasal"
00000738-PHOTO-2019-10-21-19-54-36.jpg,"[Revisar] Células inflamatorias en la dermis patrón difuso. Predominio de macrofagos. Lo clarito es el citoplasma aumentado de los macrofagos, hay un montón de agentes pequeños adentro (ag etiológico)"
00000740-PHOTO-2019-10-21-19-59-44.jpg,Esporotricosis es la enfermedad.
00000741-PHOTO-2019-10-21-20-01-07.jpg,Información en la imagen 🖼️
00000742-PHOTO-2019-10-21-20-02-31.jpg,Información en la imagen 🖼️
00000743-PHOTO-2019-10-21-20-04-09.jpg,Vacuolas de grasa degeneradas.(ziehl neelsen positivas)
00000744-PHOTO-2019-10-21-20-04-44.jpg,Nariz de boxeador. Cryptococcus
00000745-PHOTO-2019-10-21-20-04-52.jpg,Información en la imagen 🖼️
00000746-PHOTO-2019-10-21-20-05-34.jpg,Información en la imagen 🖼️
00000747-PHOTO-2019-10-21-20-06-34.jpg,Reacción de esplendor (ag-ac) con reacción neg hay hifas. Se confirma con pas
00000748-PHOTO-2019-10-21-20-10-36.jpg,Leishmania (dermatitis granulomatosa)
00000749-PHOTO-2019-10-21-20-11-45.jpg,Información en la imagen 🖼️
00000750-PHOTO-2019-10-21-20-17-10.jpg,Información en la imagen 🖼️
00000751-PHOTO-2019-10-21-20-18-21.jpg,Información en la imagen 🖼️
00000752-PHOTO-2019-10-21-20-18-56.jpg,Información en la imagen 🖼️
00000753-PHOTO-2019-10-21-20-20-38.jpg,Información en la imagen 🖼️
00000754-PHOTO-2019-10-21-20-22-59.jpg,Información en la imagen 🖼️
00000755-PHOTO-2019-10-21-20-26-53.jpg,[Revisar] Aspecto de brocha en el macro.
00000757-PHOTO-2019-10-21-20-30-22.jpg,135: demodex adentro del foliculo. Foliculitis y furunculosis
00000758-PHOTO-2019-10-21-20-31-15.jpg,136. Aumento estrato Corneo (hiperqueratosis)
00000759-PHOTO-2019-10-21-20-32-09.jpg,135: cels inflamatorias polomorfonucleares
00000760-PHOTO-2019-10-21-20-32-19.jpg,136 entre el estrato Corneo y el granuloso se ve el agente (ácaro) notoedres cati
00000761-PHOTO-2019-10-21-20-36-12.jpg,136. Perivasculitis.. pequeños focos de inflamación
00000762-PHOTO-2019-10-21-20-36-27.jpg,220: epitelio engrosado (hiperplasia)—> acantosis
00000763-PHOTO-2019-10-21-20-37-55.jpg,220: tejido de granulacion. Es tej comectivo con mucha formacion de vasos nuevos. Restos de colageno
00000764-PHOTO-2019-10-21-20-38-09.jpg,136. Perivasculitis linfocitos. Eosinofilos. Pladmocitos
00000765-PHOTO-2019-10-21-20-41-21.jpg,193. Células inflamatorias en la dermis
00000766-PHOTO-2019-10-21-20-42-20.jpg,220: mucho infiltrado inflamatorio.
00000767-PHOTO-2019-10-21-20-43-38.jpg,220: acumulos de eosinofilos. Rodeados por macrofagos
00000768-PHOTO-2019-10-21-20-43-54.jpg,193. Predominio de macrofagos. Lo claro es el citoplasma aumentado. (El puntillado de adentro es el agente)
00000769-PHOTO-2019-10-21-20-45-06.jpg,193 a 63x se ve el puntillado del agente.
00000770-PHOTO-2019-10-21-20-49-02.jpg,135 lesión en el folículos piloso.
00000771-PHOTO-2019-10-21-20-54-25.jpg,Polifoliculitis (se ven cels inflamatorias) fragmentos del agente (demodex/ y del folículos (foliculosis-se rompió) tmb se observan bacterias y neutrofilos (se contaminó)
00000772-PHOTO-2019-10-21-20-54-58.jpg,135. Macrofagos alrededor
00000773-PHOTO-2019-10-21-20-57-24.jpg,135. Infiltrado inflamatorio alrededor
00000774-PHOTO-2019-10-21-21-00-13.jpg,135. Hemorragia entre el infiltrado inflamatorio.
00000775-PHOTO-2019-10-23-19-16-16.jpg,Información en la imagen 🖼️
00000776-PHOTO-2019-10-23-19-16-16.jpg,Información en la imagen 🖼️
00000777-PHOTO-2019-10-23-19-16-17.jpg,Información en la imagen 🖼️
00000778-PHOTO-2019-10-23-19-16-17.jpg,Información en la imagen 🖼️
00000779-PHOTO-2019-10-23-19-16-17.jpg,Información en la imagen 🖼️
00000780-PHOTO-2019-10-23-19-16-17.jpg,Información en la imagen 🖼️
00000781-PHOTO-2019-10-23-19-16-17.jpg,Información en la imagen 🖼️
00000782-PHOTO-2019-10-23-19-16-17.jpg,Información en la imagen 🖼️
00000783-PHOTO-2019-10-23-19-16-17.jpg,Información en la imagen 🖼️
00000784-PHOTO-2019-10-23-19-16-17.jpg,Información en la imagen 🖼️
00000785-PHOTO-2019-10-23-19-16-18.jpg,Información en la imagen 🖼️
00000786-PHOTO-2019-10-23-19-16-18.jpg,Información en la imagen 🖼️
00000787-PHOTO-2019-10-23-19-16-18.jpg,Información en la imagen 🖼️
00000788-PHOTO-2019-10-23-19-16-18.jpg,Información en la imagen 🖼️
00000789-PHOTO-2019-10-23-19-16-18.jpg,Información en la imagen 🖼️
00000790-PHOTO-2019-10-23-19-40-43.jpg,Información en la imagen 🖼️
00000791-PHOTO-2019-10-23-19-40-43.jpg,Información en la imagen 🖼️
00000792-PHOTO-2019-10-23-19-40-43.jpg,Información en la imagen 🖼️
00000793-PHOTO-2019-10-23-19-40-43.jpg,Información en la imagen 🖼️
00000794-PHOTO-2019-10-23-19-40-44.jpg,Información en la imagen 🖼️
00000795-PHOTO-2019-10-23-19-40-44.jpg,Información en la imagen 🖼️
00000796-PHOTO-2019-10-23-19-40-44.jpg,Información en la imagen 🖼️
00000797-PHOTO-2019-10-23-19-40-44.jpg,Información en la imagen 🖼️
00000798-PHOTO-2019-10-23-19-40-44.jpg,Información en la imagen 🖼️
00000799-PHOTO-2019-10-23-19-40-44.jpg,Información en la imagen 🖼️
00000800-PHOTO-2019-10-23-19-40-44.jpg,Información en la imagen 🖼️
00000801-PHOTO-2019-10-23-19-40-45.jpg,Información en la imagen 🖼️
00000802-PHOTO-2019-10-23-19-40-45.jpg,Información en la imagen 🖼️
00000803-PHOTO-2019-10-23-19-40-45.jpg,Información en la imagen 🖼️
00000804-PHOTO-2019-10-23-19-40-45.jpg,Información en la imagen 🖼️
00000805-PHOTO-2019-10-23-19-40-45.jpg,Información en la imagen 🖼️
00000806-PHOTO-2019-10-23-19-40-45.jpg,Información en la imagen 🖼️
00000807-PHOTO-2019-10-23-19-40-46.jpg,Información en la imagen 🖼️
00000808-PHOTO-2019-10-23-19-41-31.jpg,Información en la imagen 🖼️
00000809-PHOTO-2019-10-23-19-42-09.jpg,Información en la imagen 🖼️
00000810-PHOTO-2019-10-23-19-44-51.jpg,Información en la imagen 🖼️
00000811-PHOTO-2019-10-23-19-45-54.jpg,Información en la imagen 🖼️
00000812-PHOTO-2019-10-23-19-46-59.jpg,Información en la imagen 🖼️
00000813-PHOTO-2019-10-23-19-48-32.jpg,Información en la imagen 🖼️
00000814-PHOTO-2019-10-23-19-53-51.jpg,Información en la imagen 🖼️
00000815-PHOTO-2019-10-23-19-54-58.jpg,Información en la imagen 🖼️
00000816-PHOTO-2019-10-28-20-37-02.jpg,139: manguito perivascular y gliosis
00000817-PHOTO-2019-10-28-20-37-18.jpg,139: manguito perivascular rn 40
00000818-PHOTO-2019-10-28-20-40-37.jpg,Vasculitis
00000819-PHOTO-2019-10-28-20-40-37.jpg,Vasculitis
00000820-PHOTO-2019-10-28-20-40-37.jpg,"194. Infiltrado inflam a 40x formado x macrofagos, neutrofilos y piocitos."
00000821-PHOTO-2019-10-28-20-40-37.jpg,194. Infiltrado inflamatorio en meninges || [Revisar] 194
00000824-PHOTO-2019-10-28-20-46-41.jpg,"209: se ven 3 zonas. Lo mas acidofilo es exudado de neutrofilos y piocitos (necrosis licuefactiva), zona del medio de tejido conectivo que es la capsula del absceso y despues la ultima zona de tejido neuronal"
00000825-PHOTO-2019-10-28-20-47-14.jpg,209: neuronas rojas (muertas por isquemia)
00000826-PHOTO-2019-10-28-20-47-41.jpg,52 infiltrado inflam en meninges.
00000827-PHOTO-2019-10-28-20-47-42.jpg,53. Más de cerca el infiltrado inflam dado por neutrofilos. Hay mucha hemorragia entre el infiltrado
00000828-PHOTO-2019-10-28-20-47-42.jpg,52. Otra parte donde se observa hemorragia e infiltrado
00000829-PHOTO-2019-10-28-20-47-42.jpg,Información en la imagen 🖼️
00000830-PHOTO-2019-10-28-20-47-42.jpg,[Revisar] 52. Colonias bacterianas.
00000832-PHOTO-2019-10-28-20-49-01.jpg,209: espacios en el tejido neuronal por compresión del absceso
00000833-PHOTO-2019-10-28-20-51-27.jpg,139. Mucha celularidad. Gliosis difusa. (Lleno células de la glia)
00000834-PHOTO-2019-10-28-20-52-27.jpg,139. manguito perivascular.
00000835-PHOTO-2019-10-28-20-52-47.jpg,139. Manguito perivascular linfocitario.
00000836-PHOTO-2019-10-28-20-59-21.jpg,139 neuronofagia
00000837-PHOTO-2019-11-06-20-19-22.jpg,A: endometritis supurariva. || [Revisar] Difusa
00000840-PHOTO-2019-11-06-20-22-36.jpg,Información en la imagen 🖼️
00000842-PHOTO-2019-11-06-20-26-19.jpg,Equino. Streptoccoccus equi equi meningoencefalitis SUPURATIVA difusa
00000843-PHOTO-2019-11-06-20-27-06.jpg,PERICARDITIS fibrinosa difusa (pan con manteca)
00000844-PHOTO-2019-11-06-20-27-37.jpg,Nefritis embolica purulenta. Equino. || [Revisar] Multifocal a coalescente. Algunas están sobreelevadas
00000847-PHOTO-2019-11-06-20-30-47.jpg,Glositis vesicular MULTIFOCAL. Aphtovirus. )Vacuooamiento células epiteliales hasta que estallan y ahí parece que se descaman y se forman la vesícula)
00000848-PHOTO-2019-11-06-20-32-05.jpg,Fibrosis hepática generalizada
00000849-PHOTO-2019-11-06-20-35-32.jpg,Miositis necrohemorragica. Clostridium yovei (?) Mancha
00000850-PHOTO-2019-11-06-20-37-07.jpg,Miositis necrotizante || [Revisar] Pechuga de madera. Estrías blancas diferencial
00000852-PHOTO-2019-11-06-20-40-12.jpg,Bronco neumonía fibrinosa localmente extendida
00000853-PHOTO-2019-11-06-20-40-57.jpg,Intoxicación x cobre.
00000854-PHOTO-2019-11-06-20-42-00.jpg,Neumonía piogranulomatosa. Rhodococcus rqui. Rodococcosis.
00000855-PHOTO-2019-11-06-20-50-55.jpg,Neumonía embolica
00000856-PHOTO-2019-11-06-20-51-18.jpg,Meningoencefalitis necrosipurativa || [Revisar] Histofilosis.
00000858-PHOTO-2019-11-06-20-51-53.jpg,(ave) linfoma cardíaco. || [Revisar] Marek
00000860-PHOTO-2019-11-06-20-53-56.jpg,Nefritis insterticial linfoplasmpcitafia.
00000861-PHOTO-2019-11-06-20-54-21.jpg,Bronco neumonía supurativa (color rojo se lo de la hiperemia)
00000862-PHOTO-2019-11-06-20-55-12.jpg,Necrosis de placa de Peyer. Dvb
00000863-PHOTO-2019-11-06-20-56-11.jpg,Enteritis fibrinohemorragica x eimeria
00000864-PHOTO-2019-11-06-20-57-09.jpg,Hepatitis necrotizante MULTIFOCAL. Herpesvirus (eq) tipo1
00000865-PHOTO-2019-11-06-20-57-42.jpg,Deficiencia vit e y sel. Necrosis muscular localmente extendida.
00000866-PHOTO-2019-11-06-20-58-58.jpg,Osteodistrofia fibrinosa. Enfermedad hiperparatiroidismo sdario.
00000867-PHOTO-2019-11-06-20-59-54.jpg,Nefroesclerosis.
